State,Year,Transportation (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Transit Ridership,Highway use of gasoline (thousand gallons),Highway vehicle-miles traveled (millions),Vehicles,sq mi,tempHigh
South Dakota,2003,6.072184257999999,30397.0,763729,981516.0,406051.0,8527.0,826944.0,75811.0,58.4
Tennessee,2003,46.66242378,210833.0,5847812,26440750.0,3023341.0,69154.0,4795680.0,41234.9,68.1
Texas,2003,196.5787871,914892.0,22030931,290433007.0,11199718.0,223418.0,14888780.0,261231.71,77.7
Utah,2003,16.48586502,83250.0,2360137,33083181.0,1002977.0,24029.0,2006420.0,82169.62,63.5
Vermont,2003,3.89909227,21604.0,617858,1696755.0,342580.0,8309.0,516071.0,9216.66,52.0
Virginia,2003,52.41759133,326171.0,7366977,51167932.0,3871590.0,76868.0,6346010.0,39490.09,65.1
Washington,2003,42.91384638,261996.0,6104115,183209432.0,2664999.0,55015.0,5378890.0,66455.52,58.1
West Virginia,2003,12.22921042,50570.0,1812295,3449851.0,815002.0,20082.0,1408800.0,24038.21,61.7
Wisconsin,2003,30.76232826,209205.0,5479203,82569505.0,2503011.0,59615.0,4647150.0,54157.8,54.0
Wyoming,2003,8.740784377,25657.0,503453,188834.0,311028.0,9211.0,619864.0,97093.14,55.9
United States,2003,1966.850091,11809034.0,290107933,8876036081.0,134634490.0,2890893.0,231390000.0,3531905.43,65.11
Alabama,2004,36.20074386,146937.0,4530729,6814340.0,2545769.0,59035.0,4507750.0,50645.33,74.2
Alaska,2004,19.36779535,38179.0,659286,4304943.0,279712.0,4990.0,659981.0,570640.95,37.1
Arizona,2004,37.45958598,207289.0,5652404,72670762.0,2691468.0,57336.0,3776110.0,113594.08,74.2
Arkansas,2004,21.31231931,86060.0,2749686,3707920.0,1392455.0,31648.0,1917500.0,52035.48,71.4
California,2004,230.4292409,1620772.0,35574576,1294728947.0,15579476.0,328917.0,31399600.0,155779.22,71.4
Colorado,2004,30.21963513,209357.0,4575013,88936260.0,2080962.0,45891.0,2023290.0,103641.89,59.5
Connecticut,2004,19.918315,193548.0,3496094,37437672.0,1796582.0,31608.0,3041590.0,4842.36,58.6
Delaware,2004,5.138316649,52069.0,830803,8441267.0,412075.0,9301.0,711039.0,1948.54,65.3
Florida,2004,115.01225929999998,641330.0,17415318,234358753.0,8255164.0,196444.0,15057470.0,53624.76,81.4
Georgia,2004,68.63503366,352510.0,8769252,157649301.0,4959100.0,112620.0,7882370.0,57513.49,75.1
Hawaii,2004,12.68991985,54304.0,1273569,62503793.0,444469.0,9725.0,947412.0,6422.63,
Idaho,2004,8.995415925,44742.0,1391802,1601859.0,595752.0,14729.0,1344120.0,82643.12,55.6
Illinois,2004,71.56668106,564341.0,12589773,599298423.0,5167835.0,109135.0,9231540.0,55518.93,62.6
Indiana,2004,46.63893451,238593.0,6233007,29507795.0,3173039.0,72713.0,5524750.0,35826.11,62.2
Iowa,2004,21.17871182,117839.0,2953635,18223543.0,1543332.0,31538.0,3369430.0,55857.13,58.9
Kansas,2004,19.70659455,102688.0,2734373,4516343.0,1282196.0,29172.0,2346520.0,81758.72,67.2
Kentucky,2004,35.42788804,135963.0,4146101,23177431.0,2225856.0,47322.0,3319030.0,39486.34,67.0
Louisiana,2004,54.69941728,190332.0,4552238,65408384.0,2200827.0,44607.0,3766790.0,43203.9,77.2
Maine,2004,9.000273669,45797.0,1313688,3282254.0,701165.0,14948.0,1068060.0,30842.92,50.6
Maryland,2004,32.20715795,239617.0,5546935,142414950.0,2624148.0,55284.0,4119660.0,9707.24,64.7
Massachusetts,2004,34.67199509,319654.0,6412281,415798385.0,2824694.0,54771.0,5456270.0,7800.06,57.4
Michigan,2004,58.36855408,374234.0,10055315,80017407.0,4858390.0,103326.0,8398620.0,56538.9,54.5
Minnesota,2004,37.24830997,234128.0,5087713,73375066.0,2644097.0,56570.0,4593350.0,79626.74,51.7
Mississippi,2004,26.64100772,80371.0,2889010,1405195.0,1579362.0,39431.0,1964490.0,46923.27,74.8
Missouri,2004,42.29233022,214474.0,5747741,62074631.0,3127336.0,68994.0,4812100.0,68741.52,65.3
Montana,2004,8.051196223,29156.0,930009,1836322.0,474580.0,11207.0,1008700.0,145545.8,54.8
Nebraska,2004,12.68548111,71045.0,1749370,6075268.0,812890.0,19171.0,1689070.0,76824.17,62.4
Nevada,2004,16.52030952,104852.0,2346222,59057693.0,1071395.0,19354.0,1281420.0,109781.18,64.1
New Hampshire,2004,8.066219506,52891.0,1290121,1020967.0,698468.0,13216.0,1178310.0,8952.65,53.6
New Jersey,2004,66.23487918,424471.0,8634561,364239797.0,4296762.0,72844.0,6224260.0,7354.22,62.5
New Mexico,2004,16.2072759,67681.0,1903808,9098708.0,944775.0,23942.0,1542960.0,121298.15,67.9
New York,2004,78.17662834,919254.0,19171567,3095919967.0,5652111.0,137898.0,11098790.0,47126.4,54.9
North Carolina,2004,54.14833068,335831.0,8553152,42656379.0,4278624.0,95903.0,6198470.0,48617.91,69.9
North Dakota,2004,6.502986705,24017.0,644705,1327790.0,330233.0,7594.0,700882.0,69000.8,52.0
Ohio,2004,73.93547067,441568.0,11452251,127900856.0,5120596.0,111654.0,10636290.0,40860.69,61.1
Oklahoma,2004,30.05420255,119736.0,3525233,7262970.0,1819300.0,46443.0,3150990.0,68594.92,71.4
Oregon,2004,23.58265667,139511.0,3569463,113733359.0,1499299.0,35598.0,3003230.0,95988.01,59.8
Pennsylvania,2004,73.58642127,478759.0,12410722,433200410.0,5155916.0,108070.0,9821270.0,44742.7,58.9
Rhode Island,2004,4.567525376,44368.0,1074579,17169189.0,376088.0,8473.0,807995.0,1033.81,58.4
South Carolina,2004,33.17641042,139239.0,4210921,7034820.0,2530071.0,49551.0,3257070.0,30060.7,74.2
South Dakota,2004,6.172236785,30958.0,770396,1023935.0,400765.0,8784.0,841167.0,75811.0,58.6
Tennessee,2004,46.66204376,219259.0,5910809,26159677.0,3007782.0,70943.0,5034660.0,41234.9,69.0
Texas,2004,198.38943600000002,964924.0,22394023,294606636.0,11346013.0,231008.0,16906710.0,261231.71,76.5
Utah,2004,17.08262059,85683.0,2401580,27983412.0,1011839.0,24696.0,2084420.0,82169.62,61.1
Vermont,2004,3.9781159010000002,22438.0,619920,1831444.0,343241.0,7855.0,523212.0,9216.66,52.4
Virginia,2004,56.31316994,339818.0,7475575,55712700.0,3904193.0,78877.0,6497430.0,39490.09,66.3
Washington,2004,44.43647261,266089.0,6178645,186011757.0,2637226.0,55673.0,5535240.0,66455.52,58.0
West Virginia,2004,12.82341272,51433.0,1816438,3247981.0,837642.0,20302.0,1396420.0,24038.21,63.2
Wisconsin,2004,31.95376058,214738.0,5514026,78386684.0,2480347.0,60399.0,4705070.0,54157.8,53.8
Wyoming,2004,8.325260266,26466.0,509106,194098.0,301525.0,9261.0,640914.0,97093.14,55.0
United States,2004,2028.4068530000002,12199532.0,292805298,8937072091.0,136455369.0,2962513.0,237242620.0,3531905.43,64.61
Alabama,2005,35.98853621,150968.0,4569805,6561914.0,2545997.0,59661.0,4544520.0,50645.33,74.9
Alaska,2005,19.24540089,37774.0,666946,4814006.0,267821.0,5035.0,672766.0,570640.95,36.8
Arizona,2005,38.04179145,222569.0,5839077,77705771.0,2757235.0,59799.0,3971520.0,113594.08,75.1
Arkansas,2005,21.23912208,88501.0,2781097,3992927.0,1367278.0,31972.0,1939530.0,52035.48,73.3
California,2005,235.4636972,1688949.0,35827943,1357675691.0,15614464.0,329267.0,32487480.0,155779.22,70.8
Colorado,2005,30.76269116,217329.0,4631888,92483514.0,2076744.0,47962.0,1807880.0,103641.89,60.6
Connecticut,2005,18.94068559,196307.0,3506956,36591159.0,1566904.0,31675.0,3058550.0,4842.36,59.8
Delaware,2005,5.328213202,54422.0,845150,8764146.0,426638.0,9508.0,736542.0,1948.54,65.5
Florida,2005,117.5104511,681225.0,17842038,251117320.0,8365589.0,201531.0,15691440.0,53624.76,81.0
Georgia,2005,71.21688987,363177.0,8925922,160294162.0,4965789.0,113509.0,8062840.0,57513.49,74.9
Hawaii,2005,13.08458072,56901.0,1292729,68657618.0,450140.0,10083.0,947548.0,6422.63,
Idaho,2005,8.965069678999999,48683.0,1428241,1582765.0,582140.0,14866.0,1374060.0,82643.12,55.5
Illinois,2005,79.01389835,568114.0,12609903,620481619.0,5053245.0,107706.0,9458250.0,55518.93,64.0
Indiana,2005,46.69756122,239321.0,6278616,28794349.0,3131836.0,71799.0,4955480.0,35826.11,63.0
Iowa,2005,21.8045546,119998.0,2964454,17833726.0,1528512.0,31060.0,3397600.0,55857.13,60.1
Kansas,2005,18.43305788,104869.0,2745299,4766458.0,1117791.0,29621.0,2368120.0,81758.72,68.2
Kentucky,2005,34.38301103,138772.0,4182742,22090778.0,2141791.0,47466.0,3427720.0,39486.34,67.8
Louisiana,2005,51.94692996,196917.0,4576628,16904959.0,2236901.0,44979.0,3819200.0,43203.9,78.4
Maine,2005,9.63601456,45520.0,1318787,3647391.0,706051.0,14925.0,1074900.0,30842.92,51.9
Maryland,2005,33.053512,247241.0,5592379,134891741.0,2630530.0,56319.0,4321810.0,9707.24,65.2
Massachusetts,2005,35.01121637,323314.0,6403290,419326625.0,2782254.0,55458.0,5420210.0,7800.06,58.5
Michigan,2005,57.59981329,375753.0,10051137,85471986.0,4814731.0,104052.0,8247450.0,56538.9,56.2
Minnesota,2005,37.64766231,237813.0,5119598,87274330.0,2596846.0,56904.0,4646920.0,79626.74,53.3
Mississippi,2005,26.07018103,81360.0,2905943,1358684.0,1576357.0,42186.0,1978110.0,46923.27,75.7
Missouri,2005,42.99836737,216336.0,5790300,64113066.0,3083921.0,68754.0,4589360.0,68741.52,67.1
Montana,2005,8.519563183999999,30054.0,940102,1843798.0,460947.0,11126.0,1008930.0,145545.8,55.3
Nebraska,2005,12.65711965,72505.0,1761497,6320198.0,783281.0,19291.0,1702790.0,76824.17,63.4
Nevada,2005,17.21376088,114478.0,2432143,61806990.0,1101745.0,20776.0,1349310.0,109781.18,63.8
New Hampshire,2005,7.595319527999999,53693.0,1298492,1092751.0,681316.0,13429.0,1174380.0,8952.65,54.7
New Jersey,2005,70.84019494,430246.0,8651974,368955641.0,4216732.0,73819.0,6261500.0,7354.22,63.5
New Mexico,2005,15.78608126,67763.0,1932274,9153552.0,926716.0,23966.0,1548370.0,121298.15,69.5
New York,2005,76.18337162,959867.0,19132610,3183610793.0,5566962.0,137521.0,11862500.0,47126.4,56.4
North Carolina,2005,55.33974466,354664.0,8705407,45220517.0,4223852.0,101268.0,6148320.0,48617.91,70.3
North Dakota,2005,6.419279451,24670.0,646089,1473713.0,334241.0,7570.0,695225.0,69000.8,53.6
Ohio,2005,73.24364626,444083.0,11463320,138022810.0,5053460.0,110491.0,10634080.0,40860.69,61.8
Oklahoma,2005,31.64813501,120529.0,3548597,6382373.0,1790937.0,47019.0,3725280.0,68594.92,73.0
Oregon,2005,24.01261505,143429.0,3613202,120258043.0,1510803.0,35282.0,2897390.0,95988.01,59.3
Pennsylvania,2005,74.69592606,482200.0,12449990,437372607.0,5060977.0,108042.0,9863790.0,44742.7,60.0
Rhode Island,2005,4.509714066,44189.0,1067916,19560156.0,376088.0,8300.0,811610.0,1033.81,59.4
South Carolina,2005,31.43708404,141877.0,4270150,6966687.0,2394662.0,49434.0,3339460.0,30060.7,74.2
South Dakota,2005,6.257833407000001,31549.0,775493,1082862.0,392059.0,8397.0,853548.0,75811.0,59.6
Tennessee,2005,46.7548456,224288.0,5991057,26832256.0,3026967.0,70814.0,4980010.0,41234.9,69.9
Texas,2005,199.2322144,968553.0,22778123,284935830.0,11325869.0,235170.0,17469550.0,261231.71,78.5
Utah,2005,17.19112102,90616.0,2457719,39745938.0,996759.0,25158.0,2209830.0,82169.62,61.9
Vermont,2005,3.9968700139999997,22743.0,621215,1928260.0,338943.0,7713.0,507706.0,9216.66,53.9
Virginia,2005,57.11254718,356370.0,7577105,65220714.0,3879915.0,80337.0,6591500.0,39490.09,66.8
Washington,2005,44.59313968,279333.0,6257305,193136795.0,2638736.0,55476.0,5598450.0,66455.52,57.2
West Virginia,2005,12.93526597,51857.0,1820492,3779819.0,821584.0,20523.0,1351750.0,24038.21,63.6
Wisconsin,2005,31.33199912,218689.0,5546166,76944649.0,2455952.0,60017.0,4725430.0,54157.8,55.6
Wyoming,2005,8.517089674,26250.0,514157,289140.0,303700.0,9058.0,646230.0,97093.14,56.0
United States,2005,2049.5595559999997,12539116.0,295516599,9175124398.0,135176021.0,2989807.0,241193970.0,3531905.43,65.49
Alabama,2006,36.43429586,153681.0,4628981,6675016.0,2537990.0,60414.0,4630310.0,50645.33,76.6
Alaska,2006,19.37960883,39836.0,675302,4753470.0,262992.0,4967.0,675094.0,570640.95,33.8
Arizona,2006,39.14291028,238371.0,6029141,83042026.0,2793239.0,62468.0,4182330.0,113594.08,75.7
Arkansas,2006,21.18179834,90861.0,2821761,4049438.0,1347736.0,33007.0,1994260.0,52035.48,73.6
California,2006,239.00778590000002,1745433.0,36021202,1406095938.0,15509940.0,327478.0,33182060.0,155779.22,71.3
Colorado,2006,31.44657939,223154.0,4720423,94050024.0,2066183.0,48641.0,1807820.0,103641.89,60.6
Connecticut,2006,18.06951694,203431.0,3517460,38964431.0,1516783.0,31743.0,3051950.0,4842.36,61.1
Delaware,2006,5.322937897,54888.0,859268,9261888.0,433203.0,9442.0,813188.0,1948.54,67.5
Florida,2006,119.5898876,707896.0,18166990,256011148.0,8368522.0,203741.0,16373570.0,53624.76,82.4
Georgia,2006,69.95538585,369241.0,9155813,158408130.0,4827210.0,113532.0,8286450.0,57513.49,76.8
Hawaii,2006,13.24461386,58743.0,1309731,71695536.0,467833.0,10182.0,1008540.0,6422.63,
Idaho,2006,9.519693683,49468.0,1468669,1608185.0,607855.0,15198.0,1275120.0,82643.12,56.3
Illinois,2006,74.96872939,581562.0,12643955,628980095.0,5011306.0,106869.0,9876250.0,55518.93,64.1
Indiana,2006,47.48118644,241687.0,6332669,30959049.0,3097830.0,71215.0,4955430.0,35826.11,63.3
Iowa,2006,22.26926803,121146.0,2982644,18768725.0,1528570.0,31355.0,3345950.0,55857.13,60.8
Kansas,2006,19.50716361,108313.0,2762931,4713344.0,1241476.0,30215.0,2389190.0,81758.72,70.2
Kentucky,2006,34.12948217,141782.0,4219239,22571902.0,2109807.0,47742.0,3558120.0,39486.34,67.8
Louisiana,2006,55.71296838,192428.0,4302665,21772569.0,2526746.0,45417.0,3872740.0,43203.9,78.9
Maine,2006,9.624700979,46076.0,1323619,3756766.0,682564.0,15044.0,1071880.0,30842.92,53.5
Maryland,2006,32.85436401,251229.0,5627367,142515949.0,2642371.0,56302.0,4488400.0,9707.24,66.8
Massachusetts,2006,33.77871434,327936.0,6410084,404800751.0,2763761.0,55136.0,5385220.0,7800.06,59.8
Michigan,2006,57.18850482,367428.0,10036081,92706367.0,4698481.0,104184.0,8154240.0,56538.9,56.6
Minnesota,2006,37.00044861,238025.0,5163555,91657306.0,2504236.0,56518.0,4704910.0,79626.74,54.7
Mississippi,2006,27.45094954,82863.0,2904978,1206744.0,1573695.0,41498.0,1997580.0,46923.27,76.8
Missouri,2006,43.22942646,217124.0,5842704,68349759.0,3057674.0,68834.0,4957170.0,68741.52,68.0
Montana,2006,8.735253934,30859.0,952692,1949251.0,460703.0,11265.0,1066560.0,145545.8,56.7
Nebraska,2006,12.77605713,74442.0,1772693,5758784.0,769987.0,19415.0,1733130.0,76824.17,64.3
Nevada,2006,18.33477642,119150.0,2522658,76666517.0,1134032.0,21824.0,1366560.0,109781.18,64.6
New Hampshire,2006,7.47504491,54494.0,1308389,1195632.0,685785.0,13614.0,1059960.0,8952.65,55.8
New Jersey,2006,69.96322328,440262.0,8661679,385933716.0,4184152.0,75371.0,5957990.0,7354.22,65.1
New Mexico,2006,16.40700401,69232.0,1962137,10175219.0,928810.0,25787.0,1580820.0,121298.15,70.0
New York,2006,76.92373966,999329.0,19104631,3249851102.0,5602326.0,141348.0,11283900.0,47126.4,57.1
North Carolina,2006,54.53459865,369556.0,8917270,49883529.0,4210954.0,101515.0,6301440.0,48617.91,71.3
North Dakota,2006,6.361237151,25249.0,649422,1532954.0,316877.0,7890.0,712169.0,69000.8,55.7
Ohio,2006,73.71947927,439506.0,11481213,142912849.0,4969756.0,111247.0,10828840.0,40860.69,62.5
Oklahoma,2006,32.48215989,126888.0,3594090,6843722.0,1708552.0,48689.0,3201830.0,68594.92,75.2
Oregon,2006,24.44712194,157687.0,3670883,118613655.0,1509784.0,35483.0,2981380.0,95988.01,59.7
Pennsylvania,2006,73.9655905,488685.0,12510809,428509153.0,4946216.0,108278.0,9894160.0,44742.7,60.9
Rhode Island,2006,4.562264498,44955.0,1063096,20311335.0,396707.0,8300.0,805548.0,1033.81,60.9
South Carolina,2006,32.77015245,143904.0,4357847,8405794.0,2466168.0,50199.0,3453840.0,30060.7,75.5
South Dakota,2006,6.2747583460000005,31643.0,783033,1205872.0,383126.0,9168.0,843984.0,75811.0,60.6
Tennessee,2006,46.90009136,230346.0,6088766,27807456.0,3008172.0,70596.0,5091330.0,41234.9,70.3
Texas,2006,206.1516465,1016315.0,23359580,301027657.0,11473456.0,238256.0,17538390.0,261231.71,80.1
Utah,2006,18.90355958,96540.0,2525507,40088498.0,1010554.0,25964.0,2236090.0,82169.62,62.2
Vermont,2006,4.006275493,23010.0,622892,2004800.0,333802.0,7832.0,587668.0,9216.66,54.7
Virginia,2006,58.14416138,363185.0,7673725,68223193.0,3904097.0,81095.0,6635980.0,39490.09,67.9
Washington,2006,45.69340602,290742.0,6370753,203473857.0,2626518.0,56517.0,5689500.0,66455.52,57.6
West Virginia,2006,12.82828436,52592.0,1827912,3971091.0,815382.0,20885.0,1441100.0,24038.21,64.0
Wisconsin,2006,31.659536300000003,222351.0,5577655,75214469.0,2384773.0,59398.0,4971460.0,54157.8,56.1
Wyoming,2006,8.765755504,28730.0,522667,345383.0,303569.0,9415.0,645192.0,97093.14,56.4
United States,2006,2071.569078,12875816.0,298379912,9379390013.0,134836165.0,3014116.0,244165690.0,3531905.43,66.41
Alabama,2007,36.64382948,155388.0,4672840,7902834.0,2573326.0,61410.0,4677770.0,50645.33,76.8
Alaska,2007,18.24418831,40694.0,680300,6295468.0,267442.0,5153.0,680141.0,570640.95,35.7
Arizona,2007,38.45863278,243950.0,6167681,85954063.0,2818981.0,62963.0,4372040.0,113594.08,75.9
Arkansas,2007,21.4536378,91312.0,2848650,5130591.0,1377803.0,33171.0,2010300.0,52035.48,72.6
California,2007,240.8067358,1763450.0,36250311,1441805116.0,15402164.0,328312.0,33935390.0,155779.22,72.0
Colorado,2007,31.95601905,228087.0,4803868,112992756.0,2092476.0,48713.0,1707140.0,103641.89,60.0
Connecticut,2007,17.92196124,208854.0,3527270,39307690.0,1526330.0,32053.0,3047330.0,4842.36,59.8
Delaware,2007,5.31256261,56577.0,871749,9125806.0,434051.0,9483.0,851223.0,1948.54,66.4
Florida,2007,117.60453940000001,714630.0,18367842,264721213.0,8250698.0,206121.0,16473910.0,53624.76,82.4
Georgia,2007,67.99576991,377492.0,9349988,169863385.0,4883089.0,112541.0,8512510.0,57513.49,77.0
Hawaii,2007,14.22589181,59548.0,1315675,75848682.0,453984.0,10345.0,993117.0,6422.63,
Idaho,2007,9.76698147,51427.0,1505105,2380855.0,630155.0,15782.0,1281900.0,82643.12,57.1
Illinois,2007,74.67622758,588605.0,12695866,639992787.0,4999558.0,107483.0,9757000.0,55518.93,64.1
Indiana,2007,46.13732005,248011.0,6379599,35218613.0,3053154.0,71478.0,4955540.0,35826.11,63.8
Iowa,2007,22.55793977,126808.0,2999212,24268990.0,1518186.0,31253.0,3360200.0,55857.13,59.0
Kansas,2007,19.81082127,113232.0,2783785,6455712.0,1266187.0,30048.0,2429060.0,81758.72,66.9
Kentucky,2007,35.38029317,141240.0,4256672,26563260.0,2161295.0,48063.0,3546620.0,39486.34,69.4
Louisiana,2007,51.23676863,186655.0,4375581,24104281.0,2164678.0,45376.0,3926740.0,43203.9,77.7
Maine,2007,9.181156252000001,46168.0,1327040,4809563.0,670761.0,15035.0,1079840.0,30842.92,51.1
Maryland,2007,32.1427951,255351.0,5653408,149956345.0,2658984.0,56503.0,4510460.0,9707.24,66.0
Massachusetts,2007,33.99496676,333320.0,6431559,384301344.0,2854058.0,55071.0,5366710.0,7800.06,58.5
Michigan,2007,56.24284715,367668.0,10001284,95513635.0,4607576.0,104614.0,8191750.0,56538.9,56.2
Minnesota,2007,37.01320649,238456.0,5207203,98984194.0,2516616.0,57233.0,4755750.0,79626.74,52.8
Mississippi,2007,27.04681906,85955.0,2928350,2986429.0,1623676.0,43337.0,2007880.0,46923.27,76.7
Missouri,2007,43.41586809,219288.0,5887612,76283188.0,3122420.0,69151.0,4916990.0,68741.52,67.0
Montana,2007,9.118764975,32159.0,964706,2832173.0,471532.0,11307.0,948528.0,145545.8,56.4
Nebraska,2007,12.80369547,76862.0,1783440,6527522.0,797395.0,19439.0,1739070.0,76824.17,62.2
Nevada,2007,18.47991047,123719.0,2601072,82164832.0,1150227.0,22146.0,1424320.0,109781.18,65.8
New Hampshire,2007,7.54616945,54819.0,1312540,1925628.0,708605.0,13459.0,1184840.0,8952.65,53.9
New Jersey,2007,73.27161389,443536.0,8677885,408114924.0,4270281.0,76152.0,6247130.0,7354.22,63.6
New Mexico,2007,15.79366897,69668.0,1990070,12906449.0,919001.0,26850.0,1599330.0,121298.15,69.1
New York,2007,75.85388274,1009642.0,19132335,3732644098.0,5561729.0,136737.0,11494510.0,47126.4,55.8
North Carolina,2007,55.80873881,378814.0,9118037,52181619.0,4296237.0,103598.0,6317150.0,48617.91,72.4
North Dakota,2007,7.210858055,26397.0,652822,2274386.0,328763.0,7844.0,710537.0,69000.8,53.4
Ohio,2007,73.83587568,440825.0,11500468,133320117.0,4966280.0,110631.0,10848480.0,40860.69,62.6
Oklahoma,2007,32.94809776,129795.0,3634349,9222191.0,1786779.0,47572.0,3224650.0,68594.92,71.0
Oregon,2007,24.805530899999997,162889.0,3722417,120893499.0,1506178.0,34750.0,3088310.0,95988.01,59.8
Pennsylvania,2007,73.06913349999999,497356.0,12563937,431291293.0,5007407.0,108699.0,9937940.0,44742.7,60.1
Rhode Island,2007,4.450662493,44433.0,1057315,21509857.0,389070.0,8636.0,796683.0,1033.81,59.8
South Carolina,2007,32.57972692,147956.0,4444110,10431030.0,2451093.0,51109.0,3521030.0,30060.7,76.4
South Dakota,2007,6.489633978,32816.0,791623,2385246.0,398681.0,9005.0,864838.0,75811.0,58.8
Tennessee,2007,46.85064482,230203.0,6175727,29920597.0,3028297.0,71179.0,5339950.0,41234.9,71.9
Texas,2007,207.19705380000002,1071592.0,23831983,298002856.0,11731042.0,243443.0,18072150.0,261231.71,76.5
Utah,2007,18.75003215,101299.0,2597746,45012250.0,1041844.0,26832.0,2320170.0,82169.62,63.3
Vermont,2007,3.9301781000000005,22821.0,623481,4122920.0,334230.0,7694.0,564967.0,9216.66,52.7
Virginia,2007,57.89525273,366846.0,7751000,75357314.0,3999376.0,82077.0,6613780.0,39490.09,68.3
Washington,2007,48.38467099,305728.0,6461587,225662864.0,2636390.0,56939.0,5757940.0,66455.52,56.5
West Virginia,2007,12.64323299,52207.0,1834052,5157154.0,812850.0,20564.0,1413470.0,24038.21,64.8
Wisconsin,2007,31.60946945,223788.0,5610775,75608515.0,2459173.0,59493.0,5017900.0,54157.8,55.1
Wyoming,2007,8.960404366,29818.0,534876,1853229.0,315267.0,9366.0,652102.0,97093.14,56.5
United States,2007,2070.775118,13103341.0,301231207,10053504041.0,135417561.0,3029822.0,247264610.0,3531905.43,65.64
Alabama,2008,33.81564437,155870.0,4718206,8602946.0,2510679.0,59303.0,4729790.0,50645.33,74.7
Alaska,2008,15.66642122,41039.0,687455,6781701.0,261376.0,4865.0,690756.0,570640.95,32.7
Arizona,2008,35.2972327,241134.0,6280362,93676411.0,2650997.0,61628.0,4373230.0,113594.08,74.9
Arkansas,2008,20.65060292,91618.0,2874554,5233953.0,1373783.0,33163.0,2040990.0,52035.48,70.8
California,2008,224.1877978,1756115.0,36604337,1459165411.0,14787997.0,327286.0,33483060.0,155779.22,71.9
Colorado,2008,30.38535,230987.0,4889730,122526962.0,2062000.0,47860.0,1618220.0,103641.89,59.0
Connecticut,2008,16.90205325,202473.0,3545579,42416591.0,1462593.0,31737.0,3093740.0,4842.36,59.9
Delaware,2008,5.046239129,53692.0,883874,9483238.0,419204.0,8976.0,867744.0,1948.54,66.6
Florida,2008,106.70862079999999,689445.0,18527305,272409098.0,7903075.0,198616.0,16461930.0,53624.76,81.4
Georgia,2008,61.64282678,373862.0,9504843,174474991.0,4667051.0,109057.0,8569630.0,57513.49,75.3
Hawaii,2008,9.793402543,60098.0,1332213,72705877.0,431549.0,10278.0,945491.0,6422.63,
Idaho,2008,8.852347019,51371.0,1534320,2741813.0,621448.0,15251.0,1318230.0,82643.12,54.7
Illinois,2008,70.29956004,580712.0,12747038,672237867.0,4836836.0,106079.0,9793820.0,55518.93,61.1
Indiana,2008,42.62051395,241913.0,6424806,35755927.0,2970967.0,70973.0,5847550.0,35826.11,61.4
Iowa,2008,21.64093332,123680.0,3016734,25196150.0,1500415.0,30713.0,3430870.0,55857.13,56.1
Kansas,2008,19.216083100000002,114122.0,2808076,7236070.0,1259882.0,29727.0,2448770.0,81758.72,65.9
Kentucky,2008,32.33112583,140681.0,4289878,27044617.0,2090807.0,47534.0,3604050.0,39486.34,66.7
Louisiana,2008,48.14582991,184046.0,4435586,28325397.0,2094762.0,45091.0,3979190.0,43203.9,77.4
Maine,2008,8.255632517999999,45572.0,1330509,4514003.0,637206.0,14559.0,1074470.0,30842.92,51.7
Maryland,2008,30.83821727,258729.0,5684965,160629941.0,2627293.0,55023.0,4525230.0,9707.24,65.6
Massachusetts,2008,33.59313709,335809.0,6468967,399785762.0,2758187.0,54505.0,5328350.0,7800.06,58.6
Michigan,2008,51.74088318,345605.0,9946889,102816400.0,4453565.0,101825.0,7945470.0,56538.9,54.1
Minnesota,2008,34.93261884,242141.0,5247018,105607139.0,2505583.0,57995.0,4783490.0,79626.74,50.1
Mississippi,2008,25.848931600000004,87128.0,2947806,2235802.0,1606971.0,43711.0,2034910.0,46923.27,74.8
Missouri,2008,40.61381516,222177.0,5923916,77649887.0,3133624.0,68273.0,4865780.0,68741.52,64.1
Montana,2008,8.382194047,31946.0,976415,2943984.0,459218.0,10812.0,926975.0,145545.8,53.9
Nebraska,2008,12.47106781,77702.0,1796378,6881493.0,805606.0,19170.0,1756630.0,76824.17,60.2
Nevada,2008,16.43033934,119826.0,2653630,75499590.0,1099038.0,20780.0,1417210.0,109781.18,64.5
New Hampshire,2008,7.302624043,54456.0,1315906,1537840.0,700772.0,13040.0,1213960.0,8952.65,54.5
New Jersey,2008,73.83210854,443833.0,8711090,419087763.0,4196176.0,73629.0,6246880.0,7354.22,64.0
New Mexico,2008,14.40643511,69047.0,2010662,13861673.0,890040.0,26279.0,1569770.0,121298.15,69.1
New York,2008,75.00986658,987442.0,19212436,3835564824.0,5474523.0,134085.0,11088900.0,47126.4,55.8
North Carolina,2008,53.77312313,377869.0,9309449,55097691.0,4249423.0,101712.0,6248830.0,48617.91,70.7
North Dakota,2008,6.4252722229999994,28624.0,657569,1327766.0,337149.0,7820.0,717221.0,69000.8,51.4
Ohio,2008,69.45598557,430097.0,11515391,133039076.0,4945142.0,108302.0,10933170.0,40860.69,61.0
Oklahoma,2008,32.60112472,134407.0,3668976,9501144.0,1764509.0,48499.0,3291970.0,68594.92,72.0
Oregon,2008,22.91992949,170182.0,3768748,125764594.0,1458783.0,33468.0,3105670.0,95988.01,58.7
