State,Year,Transportation (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Transit Ridership,Highway use of gasoline (thousand gallons),Highway vehicle-miles traveled (millions),Vehicles,sq mi,tempHigh
Pennsylvania,2008,67.81244048,498227.0,12612285,449144200.0,4937175.0,107848.0,10366410.0,44742.7,59.3
Rhode Island,2008,4.190531889,43424.0,1055003,21915596.0,393963.0,8187.0,794380.0,1033.81,60.2
South Carolina,2008,30.77736879,146164.0,4528996,10827442.0,2497091.0,49597.0,3603960.0,30060.7,74.7
South Dakota,2008,6.093472007999999,34302.0,799124,2537652.0,395566.0,8986.0,907384.0,75811.0,56.0
Tennessee,2008,43.23663707,230791.0,6247411,32864865.0,2981939.0,69469.0,5098150.0,41234.9,69.1
Texas,2008,198.8351044,1077144.0,24309039,302112006.0,11665478.0,235382.0,18207950.0,261231.71,78.7
Utah,2008,17.17056786,103861.0,2663029,45825756.0,1016729.0,25974.0,2438690.0,82169.62,61.4
Vermont,2008,3.59796254,22772.0,624151,4409176.0,322740.0,7312.0,581466.0,9216.66,53.5
Virginia,2008,53.04481471,366445.0,7833496,79822206.0,3873188.0,82278.0,6525950.0,39490.09,66.9
Washington,2008,43.1598892,308180.0,6562231,246099911.0,2564282.0,55558.0,5979710.0,66455.52,55.6
West Virginia,2008,11.14106606,51591.0,1840310,5502868.0,749049.0,20774.0,1402030.0,24038.21,63.0
Wisconsin,2008,30.38265686,218801.0,5640996,82403134.0,2436561.0,57462.0,4998900.0,54157.8,52.4
Wyoming,2008,8.718053201,31369.0,546043,2623308.0,311144.0,9447.0,664041.0,97093.14,53.7
United States,2008,1941.2977239999998,13016791.0,304093966,10367213615.0,132253702.0,2973509.0,248164740.0,3531905.43,64.45
Alabama,2009,32.66140224,149843.0,4757938,8103825.0,2533308.0,61299.67456,4610850.0,50645.33,73.8
Alaska,2009,13.83973233,44215.0,698895,6840104.0,265790.0,4933.0,695282.0,570640.95,34.6
Arizona,2009,33.15136522,221405.0,6343154,102868177.0,2571902.0,61628.0,4357630.0,113594.08,75.5
Arkansas,2009,20.36842068,89776.0,2896843,5106703.0,1405993.0,33154.23913,2037400.0,52035.48,70.1
California,2009,217.8017325,1667152.0,36961229,1474373826.0,14575049.0,324486.0,34433210.0,155779.22,71.7
Colorado,2009,29.41836227,225984.0,4972195,117495543.0,2060032.0,46230.34702,1429470.0,103641.89,58.8
Connecticut,2009,16.40324044,195237.0,3561807,42418107.0,1479193.0,31420.0,3071580.0,4842.36,58.5
Delaware,2009,4.843686778,55352.0,891730,10047001.0,420681.0,9080.0,843357.0,1948.54,64.8
Florida,2009,99.7700724,648642.0,18652644,257019538.0,7965595.0,196379.3701,15314760.0,53624.76,81.7
Georgia,2009,65.52016523,353817.0,9620846,189335557.0,4786431.0,109258.0,8507290.0,57513.49,74.3
Hawaii,2009,9.488337922000001,57902.0,1346717,82611980.0,437279.0,9973.0,895336.0,6422.63,
Idaho,2009,8.705039195,49949.0,1554439,2820034.0,627966.0,15531.0,1374970.0,82643.12,54.6
Illinois,2009,68.48555339,561154.0,12796778,658343692.0,4772810.0,105846.0,9890870.0,55518.93,61.1
Indiana,2009,40.9857589,227383.0,6459325,32899675.0,2945733.0,76628.0,5847590.0,35826.11,61.1
Iowa,2009,21.11783116,121742.0,3032870,26587149.0,1511323.0,31065.0,3363110.0,55857.13,56.9
Kansas,2009,19.82562621,110420.0,2832704,7371346.0,1277966.0,29496.7353,2425260.0,81758.72,65.9
Kentucky,2009,32.7016508,135180.0,4317074,27322033.0,2162032.0,47355.0,3584500.0,39486.34,65.8
Louisiana,2009,47.25153835,189853.0,4491648,30695863.0,2226788.0,44863.0,4033410.0,43203.9,77.0
Maine,2009,8.581022479,44770.0,1329590,5692336.0,646536.0,14491.0,1055920.0,30842.92,50.9
Maryland,2009,31.69794703,255757.0,5730388,166947869.0,2813359.0,55293.0,4483600.0,9707.24,64.2
Massachusetts,2009,30.75842705,327739.0,6517613,397319382.0,2711893.0,54812.0,5261800.0,7800.06,57.4
Michigan,2009,50.00977957,314260.0,9901591,104511780.0,4437325.0,96769.0,7913120.0,56538.9,53.7
Minnesota,2009,32.33374478,233758.0,5281203,100877278.0,2434507.0,56878.521029999996,4796100.0,79626.74,50.3
Mississippi,2009,25.12652077,83702.0,2958774,2419420.0,1538743.0,40427.0,2025690.0,46923.27,74.4
Missouri,2009,39.67931207,212591.0,5961088,75505996.0,3123611.0,69003.0,4904200.0,68741.52,64.2
Montana,2009,7.9905213129999995,31271.0,983982,3647589.0,471907.0,11011.0,924950.0,145545.8,53.4
Nebraska,2009,12.56110646,77625.0,1812683,6651151.0,796462.0,19359.0,1793020.0,76824.17,59.8
Nevada,2009,14.79220118,110001.0,2684665,76788534.0,1076408.0,20454.0,1397340.0,109781.18,64.2
New Hampshire,2009,7.197419883999999,53475.0,1316102,2786165.0,698256.0,12975.431929999999,1212490.0,8952.65,53.5
New Jersey,2009,62.23946688,424871.0,8755602,416485197.0,4116680.0,73029.0,6113810.0,7354.22,62.2
New Mexico,2009,14.05393463,70239.0,2036802,15491968.0,936024.0,26013.0,1620700.0,121298.15,69.6
New York,2009,72.62522717,974078.0,19307066,3700894167.0,5509073.0,133491.0,11245210.0,47126.4,54.9
North Carolina,2009,49.09244368,372219.0,9449566,65824387.0,4264334.0,102589.99699999999,6047240.0,48617.91,69.4
North Dakota,2009,6.022291882,29497.0,664968,2822037.0,348577.0,8154.0,722071.0,69000.8,49.3
Ohio,2009,64.63083849,405483.0,11528896,118785717.0,4890709.0,110591.2941,11022130.0,40860.69,60.6
Oklahoma,2009,31.18095433,132059.0,3717572,10026512.0,1754712.0,46996.988139999994,3396400.0,68594.92,71.4
Oregon,2009,22.92895924,164711.0,3808600,131383653.0,1490589.0,33972.0,3046370.0,95988.01,59.0
Pennsylvania,2009,66.40486065,482665.0,12666858,458628936.0,5007681.0,103205.7602,9857310.0,44742.7,58.4
Rhode Island,2009,4.282617805,42741.0,1053646,20561920.0,381644.0,8250.0,788623.0,1033.81,58.7
South Carolina,2009,31.1843201,139913.0,4589872,10747248.0,2641882.0,49130.0,3614400.0,30060.7,73.6
South Dakota,2009,6.288772778999999,34354.0,807067,2519166.0,426431.0,8837.961674,926168.0,75811.0,55.0
Tennessee,2009,41.65366493,221902.0,6306019,34093008.0,3069498.0,70226.0,5139660.0,41234.9,68.1
Texas,2009,190.1294125,1071959.0,24801761,285133917.0,11813364.0,229984.1978,18208170.0,261231.71,78.5
Utah,2009,16.48445453,102863.0,2723421,41016498.0,1023096.0,26264.0,2453880.0,82169.62,61.5
Vermont,2009,3.643550205,22108.0,624817,4832638.0,322662.0,7646.0,557370.0,9216.66,52.5
Virginia,2009,50.87868223,363730.0,7925937,73541973.0,3850969.0,80927.0,6301840.0,39490.09,65.6
Washington,2009,42.22564013,300785.0,6667426,240629400.0,2612862.0,56417.0,5580670.0,66455.52,56.3
West Virginia,2009,11.37433016,51881.0,1847775,5930265.0,815412.0,19606.0,1412480.0,24038.21,62.2
Wisconsin,2009,29.54967515,212592.0,5669264,77156245.0,2442624.0,58157.0,4874320.0,54157.8,52.8
Wyoming,2009,8.345803165,32439.0,559851,2782641.0,325843.0,9568.0,652324.0,97093.14,53.8
United States,2009,1869.430756,12592668.0,306771529,10251690487.0,132926657.0,2956763.518,246282890.0,3531905.43,64.17
Alabama,2010,32.99155876,153839.0,4784762,7720672.0,2595316.0,64165.14864,4653840.0,50645.33,74.6
Alaska,2010,15.25499927,43472.0,714046,6955499.0,265549.0,4798.261974,710444.0,570640.95,34.9
Arizona,2010,32.33465204,221016.0,6410810,92042905.0,2585987.0,59995.1587,4320010.0,113594.08,74.2
Arkansas,2010,20.05943867,92075.0,2922750,5407960.0,1408255.0,33504.42526,2073410.0,52035.48,72.3
California,2010,212.9451364,1672473.0,37334410,1403504000.0,14555037.0,322849.3982,31014130.0,155779.22,69.8
Colorado,2010,29.72425612,230976.0,5048472,115283153.0,2093404.0,46939.92729,4180300.0,103641.89,60.0
Connecticut,2010,16.11184817,197613.0,3576616,41830648.0,1459754.0,31294.41665,3082010.0,4842.36,61.2
Delaware,2010,4.427002727,55496.0,899824,10162521.0,425326.0,8947.67132,799012.0,1948.54,66.5
Florida,2010,106.44535729999998,650291.0,18845967,253409885.0,7893177.0,195754.7133,14372810.0,53624.76,80.1
Georgia,2010,66.97314752,358843.0,9714748,177791889.0,4796734.0,111722.46699999999,7701940.0,57513.49,74.8
Hawaii,2010,9.793803114,59673.0,1364274,78911384.0,409601.0,9994.649304999999,904467.0,6422.63,
Idaho,2010,9.434520951,50734.0,1570784,3541382.0,657282.0,15801.20628,1324990.0,82643.12,54.7
Illinois,2010,67.13468585,571228.0,12840459,652440449.0,4760179.0,105787.8524,10078620.0,55518.93,63.1
Indiana,2010,42.95006736,241927.0,6489856,34292604.0,3040895.0,75760.50984,5698010.0,35826.11,63.1
Iowa,2010,21.05569421,124011.0,3050321,26490536.0,1544035.0,31388.61561,3312710.0,55857.13,58.4
Kansas,2010,19.54735842,113324.0,2858837,9322122.0,1296822.0,29899.65838,2436250.0,81758.72,67.4
Kentucky,2010,33.14439267,141977.0,4346655,27793412.0,2168790.0,48006.7429,3589120.0,39486.34,67.1
Louisiana,2010,49.86329393,200944.0,4544125,30910200.0,2216089.0,45438.690819999996,4086130.0,43203.9,77.3
Maine,2010,8.556457037000001,45564.0,1327585,5927843.0,654826.0,14549.3831,1053840.0,30842.92,54.0
Maryland,2010,30.00454231,264321.0,5787998,147275965.0,2621571.0,56125.521960000005,4557010.0,9707.24,65.9
Massachusetts,2010,30.46565327,340159.0,6563259,384466221.0,2733501.0,54361.98632999999,5333920.0,7800.06,60.2
Michigan,2010,49.62248377,329812.0,9877670,101902403.0,4426295.0,97567.36027,9286070.0,56538.9,56.9
Minnesota,2010,32.16467366,240418.0,5310737,103205693.0,2452821.0,56631.67446,4847970.0,79626.74,53.2
Mississippi,2010,24.97994456,85363.0,2969137,2751267.0,1607584.0,39841.029780000004,2015920.0,46923.27,75.3
Missouri,2010,39.59810386,216681.0,5996092,62613329.0,3140943.0,70863.99668,5153430.0,68741.52,65.8
Montana,2010,8.190349842,31918.0,990735,3632368.0,480645.0,11189.80595,925854.0,145545.8,53.3
Nebraska,2010,14.58058869,80638.0,1829696,6848296.0,819892.0,19437.95166,1802500.0,76824.17,61.4
Nevada,2010,14.12733093,109610.0,2703758,66295936.0,1072826.0,22201.41949,1361670.0,109781.18,63.1
New Hampshire,2010,7.116959056000001,55242.0,1316843,2730679.0,698888.0,13065.22025,1202970.0,8952.65,56.1
New Jersey,2010,63.51312217,431409.0,8803388,408060207.0,4101585.0,73027.65918999999,6628080.0,7354.22,64.7
New Mexico,2010,13.52515245,70785.0,2064767,15972081.0,889353.0,25273.678969999997,1612490.0,121298.15,69.1
New York,2010,72.24693342,1013251.0,19399242,3769477013.0,5619055.0,131252.0615,10255100.0,47126.4,56.8
North Carolina,2010,49.0621789,380693.0,9559048,64407796.0,4343660.0,102384.9676,5742830.0,48617.91,70.2
North Dakota,2010,6.876221103,31618.0,674363,2929921.0,371038.0,8262.258786,735644.0,69000.8,51.4
Ohio,2010,65.77039276,413991.0,11538290,104814436.0,4952455.0,111835.7316,9800930.0,40860.69,61.9
Oklahoma,2010,32.10060109,132917.0,3759482,9724616.0,1856007.0,47745.917330000004,3357460.0,68594.92,72.0
Oregon,2010,22.386827,174165.0,3838212,126850344.0,1483201.0,33774.10556,3050250.0,95988.01,58.0
Pennsylvania,2010,65.69884585,493530.0,12711308,453868183.0,5021446.0,100328.7123,9990940.0,44742.7,60.4
Rhode Island,2010,4.290849403,43153.0,1052769,20160863.0,383501.0,8280.220439,782438.0,1033.81,61.2
South Carolina,2010,31.25113908,143407.0,4635835,10860063.0,2574404.0,49124.3352,3660880.0,30060.7,74.3
South Dakota,2010,6.5028863029999995,34371.0,816223,2534614.0,425682.0,8865.980485,925548.0,75811.0,56.3
Tennessee,2010,43.20901648,227360.0,6356673,31939254.0,3147249.0,70438.82432999999,5113910.0,41234.9,69.2
Texas,2010,194.2371018,1116268.0,25242683,268161469.0,12000186.0,234015.90600000002,17193560.0,261231.71,77.5
Utah,2010,16.3613611,105199.0,2775093,42171266.0,1012192.0,26585.22215,2654720.0,82169.62,60.8
Vermont,2010,3.538616536,23341.0,625916,4733078.0,321269.0,7247.555840000001,566650.0,9216.66,54.6
Virginia,2010,50.36162736,377466.0,8025105,74826708.0,3966279.0,82170.61428,6148790.0,39490.09,67.1
Washington,2010,41.83512409,307685.0,6743636,238096528.0,2591748.0,57190.442820000004,4682790.0,66455.52,56.2
West Virginia,2010,11.65404747,53575.0,1854019,5885071.0,843909.0,19203.03357,1435520.0,24038.21,62.8
Wisconsin,2010,30.01205452,219080.0,5689591,72462778.0,2504102.0,59420.266429999996,4967780.0,54157.8,55.8
Wyoming,2010,8.448074402,32004.0,564367,2431619.0,331835.0,9362.789824,663253.0,97093.14,54.9
United States,2010,1883.552521,12897088.0,309326225,10081576063.0,133725262.0,2967265.9669999997,242060550.0,3531905.43,64.66
Alabama,2011,33.0229115,155390.0,4803689,7586278.0,2538696.0,64914.372370000005,4811940.0,50645.33,75.9
Alaska,2011,14.52577374,44232.0,723860,7094790.0,259821.0,4593.089397,757954.0,570640.95,34.6
Arizona,2011,31.98369454,224787.0,6467315,91736733.0,2563505.0,59574.9492,5109250.0,113594.08,74.7
Arkansas,2011,19.85689764,92684.0,2938582,5945409.0,1372183.0,32952.94952,2448310.0,52035.48,73.1
California,2011,205.62902340000002,1692301.0,37683933,1386899775.0,14276055.0,320783.9054,29176700.0,155779.22,70.0
Colorado,2011,28.66794705,234929.0,5116302,116486576.0,2079287.0,46606.26373,4332250.0,103641.89,59.5
Connecticut,2011,15.82609358,197452.0,3586717,43046215.0,1432206.0,31197.246860000003,2828790.0,4842.36,60.7
Delaware,2011,4.162867673,56004.0,908137,10888537.0,409634.0,9028.172588,929415.0,1948.54,67.4
Florida,2011,104.5486478,656346.0,19082262,269321333.0,7834706.0,191854.9549,15469190.0,53624.76,82.8
Georgia,2011,65.19464301,366342.0,9812460,170443167.0,4630907.0,108453.5027,7533740.0,57513.49,76.9
Hawaii,2011,10.33006763,60899.0,1378129,79572508.0,461331.0,10066.37931,1148040.0,6422.63,
Idaho,2011,9.088285782,50759.0,1583744,3709795.0,643170.0,15936.59932,1625200.0,82643.12,54.0
Illinois,2011,66.50291493,583055.0,12859752,673620706.0,4584599.0,103234.0169,10445210.0,55518.93,62.9
Indiana,2011,42.8772237,247222.0,6516353,36040849.0,2930702.0,76485.23087999999,6132770.0,35826.11,62.8
Iowa,2011,21.22248776,126792.0,3064097,26479442.0,1570233.0,31274.311139999998,3496580.0,55857.13,58.6
Kansas,2011,18.98397502,116907.0,2870386,9158913.0,1262070.0,30021.247030000002,2445970.0,81758.72,68.3
Kentucky,2011,32.49455265,144779.0,4366814,27035706.0,2114195.0,48061.31448,3763030.0,39486.34,67.5
Louisiana,2011,49.90900892,195640.0,4574766,36117201.0,2219551.0,46512.71124,4052600.0,43203.9,79.0
Maine,2011,8.421423013,45763.0,1328544,5579521.0,654010.0,14248.22904,1171280.0,30842.92,52.6
Maryland,2011,28.93151313,268418.0,5839572,149859254.0,2602742.0,56220.50652,3905630.0,9707.24,66.4
Massachusetts,2011,30.65999674,345961.0,6607003,409862443.0,2725178.0,54791.712479999995,5695330.0,7800.06,59.5
Michigan,2011,48.29025254,341194.0,9876801,104673849.0,4358852.0,94754.26973,9182850.0,56538.9,55.3
Minnesota,2011,31.81327274,244305.0,5347299,106015876.0,2360340.0,56684.717979999994,4909630.0,79626.74,52.3
Mississippi,2011,24.44817687,84402.0,2977457,2990040.0,1554825.0,38850.7218,2036520.0,46923.27,76.1
Missouri,2011,38.7965766,217401.0,6008984,66250440.0,3047982.0,68789.22335,5169990.0,68741.52,66.3
Montana,2011,8.228298508,32683.0,997667,4017925.0,477530.0,11659.59807,1219160.0,145545.8,53.3
Nebraska,2011,14.05732038,82172.0,1842234,6753847.0,797328.0,19093.31857,1886960.0,76824.17,61.2
Nevada,2011,13.52540469,111574.0,2720028,65707594.0,1062129.0,24189.31581,2152410.0,109781.18,63.3
New Hampshire,2011,6.953214617,56443.0,1317807,3445094.0,685817.0,12719.52976,1278480.0,8952.65,55.4
New Jersey,2011,65.5718882,432415.0,8834773,402388928.0,4060488.0,73093.7711,7939960.0,7354.22,64.7
New Mexico,2011,13.96097766,70529.0,2078674,16669495.0,929744.0,25650.16525,1772040.0,121298.15,70.3
New York,2011,67.07669828,1024985.0,19501616,3793235219.0,5389479.0,127725.6673,10430560.0,47126.4,56.8
North Carolina,2011,47.57312906,382655.0,9651103,68533786.0,4241869.0,103772.3593,6249590.0,48617.91,71.8
North Dakota,2011,8.032737695,34092.0,684740,3226859.0,394850.0,9130.650273000001,785866.0,69000.8,51.3
Ohio,2011,64.89303584,425913.0,11541007,112077645.0,4854761.0,111989.9482,10217280.0,40860.69,61.9
Oklahoma,2011,31.87211847,135454.0,3784163,9527338.0,1755853.0,47463.57742,3428690.0,68594.92,74.7
Oregon,2011,21.37581451,180326.0,3868229,127492715.0,1435758.0,33373.397639999996,3128120.0,95988.01,57.6
Pennsylvania,2011,63.68631795,502769.0,12743948,466333833.0,4973428.0,99204.17877,10302980.0,44742.7,60.3
Rhode Island,2011,4.110301893,43168.0,1050646,20105354.0,364057.0,7901.428390000001,918823.0,1033.81,60.9
South Carolina,2011,30.81920635,146669.0,4673348,11365578.0,2521079.0,48730.179469999995,3827210.0,30060.7,76.1
South Dakota,2011,6.489778827,35898.0,823593,2721781.0,430264.0,9002.048071,995423.0,75811.0,56.3
Tennessee,2011,43.02547141,232891.0,6399787,31722787.0,3127071.0,70751.10387,5302340.0,41234.9,69.9
Texas,2011,194.34028480000003,1156013.0,25631778,278999158.0,11921633.0,237439.8911,19617060.0,261231.71,80.9
Utah,2011,17.41665012,108106.0,2814347,45021007.0,1053856.0,26221.62634,1883410.0,82169.62,60.4
Vermont,2011,3.433471105,23639.0,626592,5144795.0,313391.0,7141.03908,605054.0,9216.66,54.3
Virginia,2011,48.5095739,381493.0,8104384,76163207.0,3745606.0,80973.99206,6998390.0,39490.09,67.9
Washington,2011,41.65831868,313783.0,6823267,243212463.0,2590788.0,56954.57284,5880790.0,66455.52,55.0
West Virginia,2011,11.21348876,54597.0,1854908,6305812.0,808962.0,18963.12603,1458220.0,24038.21,64.1
Wisconsin,2011,28.91536977,221874.0,5709843,76233705.0,2431804.0,58553.703870000005,5244200.0,54157.8,54.0
Wyoming,2011,7.761632189,31231.0,567356,2424318.0,315006.0,9244.90554,798296.0,97093.14,53.8
United States,2011,1851.874066,13108318.0,311587816,10208051806.0,131274407.0,2950401.807,253215680.0,3531905.43,65.16
Alabama,2012,32.48867691,186553.9,4815588,7818049.0,2521069.0,64959.17207000001,4844630.0,50645.33,76.5
Alaska,2012,13.63974268,57717.5,730443,7214746.0,267783.0,4792.081999,775245.0,570640.95,31.8
Arizona,2012,31.34339276,268068.2,6554978,96119124.0,2555274.0,60129.35825,5163010.0,113594.08,76.8
Arkansas,2012,19.13834924,107718.8,2952164,6581034.0,1366706.0,33522.13681,2479920.0,52035.48,75.2
California,2012,200.5078915,2144089.6,37948800,1418917723.0,14221198.0,326271.6506,27702150.0,155779.22,72.5
Colorado,2012,28.50192022,273593.9,5192647,119543243.0,2065165.0,46768.771089999995,4561900.0,103641.89,62.9
Connecticut,2012,15.42540572,244114.4,3594547,45307295.0,1415334.0,31269.363719999998,2706460.0,4842.36,62.2
Delaware,2012,4.288672823,61866.7,915179,11594262.0,405959.0,9185.73807,943642.0,1948.54,68.6
Florida,2012,101.4345261,768722.9,19297822,278913468.0,7886365.0,191373.7705,15665990.0,53624.76,82.4
Georgia,2012,58.60335764,443566.1,9901430,167398328.0,4610055.0,107488.4972,7647000.0,57513.49,77.1
Hawaii,2012,10.18456637,73676.7,1394804,82641398.0,436913.0,10049.66346,1231740.0,6422.63,
Idaho,2012,9.153551762000001,57780.1,1595324,3469298.0,660533.0,16314.57164,1644230.0,82643.12,57.3
Illinois,2012,64.30224998,720881.5,12882510,693653327.0,4520233.0,104578.40699999999,10131880.0,55518.93,66.8
Indiana,2012,41.76291753,297816.1,6537703,36763970.0,2893749.0,78922.58,6004370.0,35826.11,66.2
Iowa,2012,20.30150101,157838.6,3076190,27624191.0,1474297.0,31596.240469999997,3511050.0,55857.13,63.6
Kansas,2012,18.7679555,140764.1,2885257,8671723.0,1208024.0,30572.475189999997,2449230.0,81758.72,72.0
Kentucky,2012,30.99458733,176323.1,4386346,28556731.0,2098219.0,47343.94452,3670570.0,39486.34,70.0
Louisiana,2012,45.76048924,233481.2,4600972,41026155.0,2149410.0,46889.04026,3889420.0,43203.9,79.2
Maine,2012,8.016198818,52866.6,1327729,6372973.0,632819.0,14198.8263,1180090.0,30842.92,53.9
Maryland,2012,28.65483992,334555.5,5886992,152887648.0,2657326.0,56475.588260000004,3982730.0,9707.24,67.7
Massachusetts,2012,29.9083794,444478.2,6663005,432663180.0,2726824.0,55939.71675,4949860.0,7800.06,61.2
Michigan,2012,47.51907965,418742.3,9897145,104680297.0,4350116.0,94547.98654,7798430.0,56538.9,58.7
Minnesota,2012,32.21565089,296272.5,5376643,105889848.0,2429561.0,56988.318029999995,5099010.0,79626.74,56.1
Mississippi,2012,26.14301999,99616.3,2983816,3483022.0,1598659.0,38667.129810000006,2052140.0,46923.27,77.1
Missouri,2012,37.50194039,268861.9,6024367,70735666.0,3011447.0,68503.68445,5684680.0,68741.52,70.4
Montana,2012,7.971207207000001,42041.6,1003783,3901550.0,487822.0,11885.12375,1488610.0,145545.8,57.2
Nebraska,2012,13.60566247,102605.3,1853303,7178903.0,806781.0,19276.55085,1888480.0,76824.17,67.0
Nevada,2012,14.07376572,127789.1,2743996,74783274.0,1064148.0,24148.28844,2130330.0,109781.18,66.6
New Hampshire,2012,6.715006617,67635.7,1324232,3456131.0,681830.0,12893.651740000001,1302440.0,8952.65,57.2
New Jersey,2012,57.71547872,519569.0,8844942,403524856.0,3981558.0,74225.3757,7911470.0,7354.22,65.7
New Mexico,2012,13.94289011,87644.8,2087309,18019613.0,939644.0,25561.64959,1805790.0,121298.15,71.8
New York,2012,69.47666777,1323400.8,19572932,3882702514.0,5272365.0,128220.5631,10448740.0,47126.4,58.8
North Carolina,2012,46.57078635,439539.7,9749476,74645035.0,4106118.0,104949.9412,7792560.0,48617.91,71.8
North Dakota,2012,9.144185092,51624.6,701176,3077666.0,419554.0,10081.49157,810355.0,69000.8,56.2
Ohio,2012,62.80465413,540882.4,11548923,114042664.0,4824293.0,112715.1131,10116250.0,40860.69,64.7
Oklahoma,2012,31.21408537,173238.8,3818814,10626720.0,1859439.0,47871.811669999996,3439940.0,68594.92,76.0
Oregon,2012,21.03186051,174427.6,3899001,129552457.0,1423436.0,33172.93743,3527240.0,95988.01,59.7
Pennsylvania,2012,62.73606367,640663.1,12767118,472578141.0,4896324.0,98884.38578,10471410.0,44742.7,62.2
Rhode Island,2012,3.912953501,51607.4,1054621,20469227.0,354491.0,7806.872883,854359.0,1033.81,62.1
South Carolina,2012,29.92644642,175328.5,4717354,12361192.0,2575046.0,49036.19029,3896830.0,30060.7,75.8
South Dakota,2012,6.875894276,43550.7,833566,2775242.0,438532.0,9113.471459999999,1003570.0,75811.0,62.7
Tennessee,2012,41.43545597,283482.0,6453898,32501275.0,3074272.0,71166.87118999999,5392660.0,41234.9,71.9
Texas,2012,194.5153756,1410447.8,26084481,295851578.0,12143805.0,237835.8227,20238120.0,261231.71,80.6
Utah,2012,16.79945813,128764.2,2853375,46940009.0,1036479.0,26527.83436,1981340.0,82169.62,64.3
Vermont,2012,3.340257345,28893.6,626090,5323658.0,307001.0,7215.657792,606941.0,9216.66,56.2
Virginia,2012,50.71461504,445120.7,8185080,77606522.0,3863108.0,80958.66778999999,7116790.0,39490.09,68.7
Washington,2012,43.09918763,400623.3,6897058,247612580.0,2585353.0,56762.00621,5849950.0,66455.52,56.7
West Virginia,2012,11.60918335,69335.6,1856872,9336357.0,795327.0,19225.78561,1458800.0,24038.21,65.7
Wisconsin,2012,28.87098928,274540.5,5719960,76702449.0,2406501.0,59087.299889999995,5215290.0,54157.8,58.2
Wyoming,2012,8.158871686,38437.7,576305,2294899.0,334026.0,9270.993558,799405.0,97093.14,58.5
United States,2012,1813.872116,16197007.0,313830990,10471110118.0,130934705.0,2968814.901,253639390.0,3531905.43,67.69
Alabama,2013,32.1857872,188814.2,4830081,8377400.0,2519753.0,65046.483929999995,4787220.0,50645.33,73.3
Alaska,2013,12.57018783,54748.1,737068,7275095.0,251692.0,4848.454772,785825.0,570640.95,35.5
Arizona,2013,31.71538473,269967.4,6632764,101618197.0,2578433.0,60586.17136,5381050.0,113594.08,74.6
Arkansas,2013,19.03598249,110301.4,2959400,6570861.0,1342104.0,33493.27431,2417960.0,52035.48,70.2
California,2013,201.3378665,2219610.5,38260787,1441811356.0,14201939.0,329534.13300000003,28074980.0,155779.22,72.6
Colorado,2013,28.06915231,282605.5,5269035,122927415.0,2095760.0,46968.08474,4683410.0,103641.89,58.9
Connecticut,2013,15.45130215,238621.4,3594841,45311685.0,1398670.0,30941.1856,2855540.0,4842.36,59.6
Delaware,2013,4.211555047,59496.1,923576,11195263.0,408344.0,9307.81002,947442.0,1948.54,65.2
Florida,2013,101.8611355,784238.4,19545621,286499482.0,7954688.0,192701.8157,15131740.0,53624.76,81.8
Georgia,2013,56.90189272,449796.1,9972479,161913295.0,4736966.0,109354.5119,7780350.0,57513.49,74.1
Hawaii,2013,10.12388092,74294.1,1408243,75287660.0,437641.0,10099.35059,1334690.0,6422.63,
Idaho,2013,9.410943477,59966.8,1611206,3207092.0,666601.0,15980.10637,1692460.0,82643.12,55.8
Illinois,2013,65.02998448,719922.2,12895129,678688535.0,4504374.0,105297.1041,10193440.0,55518.93,61.1
Indiana,2013,43.48591562,303966.8,6568713,37186228.0,2906274.0,78311.29441,5574030.0,35826.11,61.1
Iowa,2013,20.65801835,157902.5,3092997,27498665.0,1495747.0,31641.00166,3540760.0,55857.13,56.9
Kansas,2013,19.8653539,140355.8,2893212,8893609.0,1253991.0,30208.2842,2627850.0,81758.72,66.3
Kentucky,2013,30.549001,179499.1,4404659,28651010.0,2074192.0,46995.99686,4031750.0,39486.34,65.5
Louisiana,2013,46.0208737,226345.4,4624527,38930998.0,2191565.0,47757.96708,3957170.0,43203.9,76.5
Maine,2013,8.894994439,52456.3,1328009,6387018.0,715904.0,14129.25004,1199130.0,30842.92,51.8
Maryland,2013,28.81977281,334431.0,5923188,146983051.0,2744629.0,56687.63974,3833530.0,9707.24,64.3
Massachusetts,2013,30.95361131,446190.4,6713315,426331015.0,2682202.0,56311.17282000001,4985450.0,7800.06,58.8
Michigan,2013,49.66984306,425327.3,9913065,105448426.0,4455916.0,95131.56498,8192370.0,56538.9,53.7
Minnesota,2013,30.66664662,303222.5,5413479,107317273.0,2389435.0,56974.04513,5219490.0,79626.74,49.5
Mississippi,2013,25.44389968,99456.4,2988711,4358578.0,1564996.0,38757.69339,2073540.0,46923.27,73.9
Missouri,2013,37.84226413,271475.9,6040715,70303170.0,2993312.0,69458.42184,5820660.0,68741.52,64.2
Montana,2013,8.217912085,42429.7,1013569,3818723.0,492003.0,12032.72721,1539930.0,145545.8,54.3
Nebraska,2013,13.68818269,103974.8,1865279,7304396.0,820593.0,19321.5614,1891250.0,76824.17,60.9
Nevada,2013,14.47545759,128341.2,2775970,75869293.0,1075716.0,24649.41667,2203100.0,109781.18,64.4
New Hampshire,2013,6.777473666000001,68124.5,1326622,4117197.0,684861.0,12902.81476,1408940.0,8952.65,54.8
